Source,Target,Year,trade_value,ln_trade_value,Source Area,Target Area,Source Exchange Rate,Target Exchange Rate,Ex Rate Source / Target,Ex Rate Target / Source,Source Consumer Price Index,Target Consumer Price Index,exchange_rate ijt,Source GDP,Target GDP,level of output ijt
EST,LVA,2019,6.229,1.8292158062720085,45340.0,64594.0,0.89,0.89,1.0,1.0,122.14,116.86,1.0451822693821666,136.0,126.81,4.87767239449143
EUN,CRI,2017,6.229,1.8292158062720085,,51100.0,,567.51,,inf,,123.46,,,132.66,
NLD,CRI,2017,6.23,1.8293763327993617,41540.0,51100.0,0.89,567.51,0.0015682543038889182,637.6516853932584,111.04,123.46,573.5043183708684,105.79,132.66,4.774622730548046
JPN,USA,2006,6.231,1.829536833562085,377920.0,9632030.0,116.3,1.0,116.3,0.008598452278589854,100.66,92.45,0.009362035763795074,104.18,93.8,4.593642514164612
AUT,IRL,2016,6.232,1.8296973085684471,83879.0,70280.0,0.9,0.9,1.0,1.0,111.68,104.72,1.06646294881589,112.43,114.85,4.732978867448388
IND,CAN,2008,6.247,1.8321013485114328,3287260.0,9879750.0,43.51,1.07,40.66355140186916,0.02459204780510228,80.53,97.96,0.02021639046289186,87.22,,
USA,AUT,2001,6.251,1.8327414509496753,9632030.0,83879.0,1.0,1.12,0.8928571428571428,1.12,81.2,84.79,1.0725793135983017,82.96,85.71,4.4346640344160315
BEL,IDN,2009,6.253,1.8330613485851608,30530.0,1910930.0,0.72,10389.94,6.929780152724654e-05,14430.472222222223,97.86,95.12,14846.152351415754,98.14,93.16,4.560356737838949
AUS,KOR,2004,6.254,1.8332212590356494,7741220.0,99620.0,1.36,1146.25,0.0011864776444929117,842.8308823529411,84.08,83.84,845.2435661764705,77.41,88.48,4.415946254495323
GBR,NLD,2005,6.255,1.8333811439188745,243610.0,41540.0,0.55,0.8,0.6875,1.4545454545454546,88.12,92.68,1.3829795582061444,88.83,92.3,4.505884286145208
GBR,MDG,2013,6.256,1.83354100324301,243610.0,587295.0,0.64,2206.91,0.00028999823282326877,3448.2968749999995,108.97,122.48,3067.936891482282,105.88,122.77,4.736309531775825
DEU,SVN,2010,6.259,1.8340204279425645,357130.0,20270.0,0.75,0.75,1.0,1.0,100.0,100.0,1.0,100.0,100.0,4.605170185988092
GBR,GRC,1999,6.262,1.8344996229042139,243610.0,131960.0,0.62,0.94,0.6595744680851064,1.5161290322580645,80.52,70.0,1.7439815668202763,77.71,73.84,4.327442269707873
JPN,CAN,2003,6.265,1.8349785883480316,377900.0,9879750.0,115.93,1.4,82.80714285714286,0.01207625291123954,100.71,88.22,0.013785983118237748,107.56,,
IND,BTN,2020,6.266,1.83513819253,3287260.0,38390.0,74.1,74.1,1.0,1.0,182.99,176.59,1.0362421428166941,156.46,167.74,5.0876077739065995
NLD,FIN,2001,6.27,1.8357763546448294,41530.0,338150.0,1.12,1.12,1.0,1.0,85.35,88.3,0.9665911664779162,84.34,89.26,4.463204853759769
CHN,CAN,2018,6.276,1.836732834870786,9600012.9,9879750.0,6.62,1.3,5.092307692307692,0.19637462235649547,121.56,114.52,0.20844655163862724,,,
NLD,FIN,2012,6.276,1.836732834870786,41540.0,338420.0,0.78,0.78,1.0,1.0,104.85,106.32,0.9861738148984198,101.64,105.68,4.640926409333016
AUT,BGR,2016,6.277,1.8368921593353946,83879.0,111000.0,0.9,1.77,0.5084745762711864,1.9666666666666666,111.68,105.76,2.076752395360565,112.43,115.74,4.736838550953681
BEL,LUX,2016,6.277,1.8368921593353946,30530.0,2590.0,0.9,0.9,1.0,1.0,110.77,109.52,1.0114134404674946,109.63,113.54,4.714633128714514
FRA,USA,2006,6.277,1.8368921593353946,549087.0,9632030.0,0.8,1.0,0.8,1.25,94.31,92.45,1.2751487290427257,94.18,93.8,4.5431863504137935
FRA,ZAR,2006,6.277,1.8368921593353946,549087.0,,0.8,,inf,,94.31,,,94.18,,
NLD,FIN,2006,6.282,1.8376884011164547,41540.0,338440.0,0.8,0.8,1.0,1.0,93.7,92.64,1.0114421416234889,94.66,92.51,4.538804135630665
GBR,ARE,2013,6.286,1.8383249383753757,243610.0,98647.9,0.64,3.67,0.17438692098092642,5.734375,108.97,102.66,6.08683853253458,105.88,,
ROM,BEL,2021,6.286,1.8383249383753757,,,,0.85,,inf,,120.86,,,120.54,
IND,TCD,2005,6.292,1.8392789851960314,3287260.0,1284000.0,44.1,527.26,0.0836399499298259,11.956009070294783,66.04,85.63,9.220773549016322,71.45,84.27,4.351511917080069
IND,BGR,2000,6.295,1.8397556674963105,3287260.0,110990.0,44.94,2.12,21.198113207547166,0.04717400979083223,54.34,56.1,0.045694040856217887,,58.78,
SGP,HKG,2000,6.298,1.840232122678833,680.0,1100.0,1.72,7.79,0.220795892169448,4.529069767441861,85.2,95.9,4.023740815287242,89.21,112.22,4.605727185624259
NLD,SVN,2012,6.3,1.840549633397487,41540.0,20270.0,0.78,0.78,1.0,1.0,104.85,104.45,1.0038295835327908,101.64,101.52,4.620846490929047
USA,DOM,2021,6.3,1.840549633397487,,,1.0,57.22,0.017476406850751487,57.22,124.27,148.48,47.89014951508621,123.64,162.73,4.95473325146822
EUN,FLK,2004,6.305,1.8413429694168828,,,,,,,,,,,,
FRA,ESP,2017,6.305,1.8413429694168828,549087.0,505935.23,0.89,0.89,1.0,1.0,106.86,108.38,0.9859752721904411,105.78,102.22,4.644244409488984
IRN,TJK,2010,6.308,1.8418186691007918,1745150.0,142550.0,10254.18,4.38,2341.13698630137,0.00042714288221973865,100.0,100.0,0.00042714288221973865,,100.0,
NLD,CHE,2015,6.309,1.8419771853886724,41540.0,41290.39,0.9,0.96,0.9375000000000001,1.0666666666666667,109.18,98.17,1.1862958812943534,104.0,98.05,4.614934225891863
DNK,SVK,2005,6.31,1.8421356765531218,42920.0,49030.0,6.0,0.8,7.5,0.13333333333333333,90.01,86.8,0.13826420890937022,88.51,94.04,4.513417881826328
GBR,ZAF,2015,6.313,1.8426109993854884,243610.0,1219090.0,0.65,12.76,0.050940438871473356,19.63076923076923,110.96,130.29,16.71832185007409,108.0,130.05,4.775025109509441
AUT,LVA,2005,6.321,1.8438774234901616,83879.0,64594.0,0.8,0.8,1.0,1.0,91.35,72.14,1.2662877737732186,91.62,73.7,4.408826193826943
BEL,YEM,2002,6.321,1.8438774234901616,30530.0,527970.0,1.06,175.63,0.006035415361840233,165.688679245283,84.8,43.01,326.6775168565449,86.73,38.96,4.062667661735349
EUN,YEM,2002,6.324,1.8443519193472255,,527970.0,,175.63,,inf,,43.01,,,38.96,
IND,FJI,2004,6.326,1.844668124883457,3287260.0,18270.0,45.32,1.73,26.196531791907514,0.0381729920564872,63.35,78.94,0.030634140445635474,,,
AUS,NRU,2002,6.33,1.8453002361560848,7741220.0,20.0,1.84,1.84,1.0,1.0,79.97,,,72.59,,
JPN,VNM,2018,6.333,1.8457740575342934,377974.0,331240.0,110.42,22602.05,0.004885397563495347,204.69163195073355,104.99,159.07,135.10136693598741,101.37,154.63,4.829906177940824
OAS,CHL,2018,6.333,1.8457740575342934,,756700.0,,641.28,,inf,,128.62,,,131.63,
BEL,TGO,1999,6.334,1.845931948116448,33120.0,56790.0,0.94,615.47,0.001527288088777682,654.7553191489362,79.4,73.13,710.8925521731921,82.02,,
GBR,FLK,2004,6.334,1.845931948116448,243610.0,,0.55,,inf,,86.31,,,86.23,,
AUT,MLT,2001,6.337,1.84640547034138,83879.0,320.0,1.12,1.12,1.0,1.0,84.79,81.15,1.0448552064078866,85.71,80.86,4.421844384561708
BEL,IDN,2003,6.337,1.84640547034138,30530.0,1910930.0,0.88,8577.13,0.00010259842161655473,9746.738636363636,86.15,58.63,14321.704477617726,88.33,,
SER,PRT,2017,6.34,1.8468787684491346,,92225.6,,0.89,,inf,,109.17,,,107.76,
DEU,ARE,1997,6.343,1.8473518426517601,357030.0,98647.9,1.73,3.67,0.4713896457765668,2.121387283236994,83.23,,,89.09,,
DEU,BLR,1997,6.343,1.8473518426517601,357030.0,207600.0,1.73,,inf,,83.23,0.88,,89.09,0.5,1.8982499570863034
DEU,IDN,1997,6.343,1.8473518426517601,357030.0,1910930.0,1.73,2909.38,0.0005946284088018753,1681.7225433526012,83.23,22.24,6293.604644030442,89.09,,
BEL,MLT,2013,6.356,1.8493992486744695,30530.0,320.0,0.75,0.75,1.0,1.0,107.66,106.65,1.0094702297233942,105.12,105.65,4.657617149399183
AUS,JPN,2004,6.361,1.8501855976966672,7741220.0,377910.0,1.36,108.19,0.012570477863018764,79.55147058823529,84.08,100.7,66.42192300952158,77.41,106.35,4.507925756431434
AUT,BGR,2017,6.361,1.8501855976966672,83879.0,111000.0,0.89,1.74,0.5114942528735632,1.9550561797752808,114.0,107.94,2.0648175328365945,113.56,121.3,4.7652990737773875
NIC,GTM,1998,6.364,1.8506571104755405,130370.0,108890.0,10.58,6.39,1.6557120500782474,0.6039697542533081,,46.51,,38.88,,
ITA,CYP,2019,6.369,1.8514424713892288,302068.0,9250.0,0.89,0.89,1.0,1.0,110.62,102.51,1.0791142327577796,110.47,103.04,4.669930626620114
RUS,LVA,2001,6.371,1.8517564431343512,17098240.0,64594.0,29.17,1.12,26.044642857142858,0.03839561193006514,37.37,60.64,0.023661675755714616,,56.1,
ZAF,IDN,2011,6.376,1.852540941487914,1219090.0,1910930.0,7.26,8770.43,0.0008277815340866981,1208.0482093663913,105.0,105.36,1203.920481999536,105.54,107.47,4.668150883415292
DNK,AUT,2009,6.379,1.8530113452598183,42920.0,83879.0,5.36,0.72,7.4444444444444455,0.13432835820895522,97.74,98.22,0.13367189708148322,96.88,99.13,4.584952609644821
DEU,POL,2013,6.384,1.8537948601475076,357340.0,312680.0,0.75,3.16,0.23734177215189872,4.213333333333334,105.69,109.02,4.08463768115942,104.59,105.64,4.655042516097554
BEL,CHE,2005,6.385,1.8539514894845026,30530.0,41290.0,0.8,1.25,0.64,1.5625,90.41,95.71,1.4759756033852263,91.9,93.53,4.529491634904051
BEL,LVA,2012,6.388,1.854421230352766,30530.0,64594.0,0.78,0.78,1.0,1.0,106.47,106.73,0.9975639464068209,103.8,110.39,4.673242760381024
AUT,BGR,2014,6.395,1.855516435030806,83879.0,111000.0,0.75,1.47,0.5102040816326531,1.96,109.71,106.72,2.014913793103448,107.91,108.81,4.6854503941692816
EST,NOR,2016,6.398,1.8559854415273263,45340.0,625194.0,0.9,8.4,0.10714285714285714,9.333333333333334,111.64,112.44,9.266927546543343,121.34,108.42,4.742304548173172
EUN,BEN,2000,6.399,1.8561417281573231,,114760.0,,710.21,,inf,,74.33,,,77.48,
BRA,JPN,2009,6.4,1.8562979903656263,8515770.0,377947.0,2.0,93.57,0.021374372127818748,46.785,95.2,100.73,44.21653926337734,92.23,101.92,4.57423682453574
AUT,NOR,2008,6.404,1.8569227951344682,83879.0,385178.0,0.68,5.64,0.12056737588652484,8.294117647058822,97.72,95.54,8.483370069819847,97.3,99.47,4.588827540178141
BEL,BEN,2000,6.409,1.8577032525220898,30530.0,114760.0,1.08,710.21,0.0015206769828642233,657.6018518518518,81.42,74.33,720.3274960013156,83.67,77.48,4.388450164423151
CHN,CAN,2019,6.415,1.8586389980675997,9600012.9,9879750.0,6.91,1.33,5.195488721804511,0.19247467438494936,125.08,116.76,0.2061898961294062,,,
BEL,UKR,2003,6.421,1.8595738688119114,30530.0,603550.0,0.88,5.33,0.1651031894934334,6.056818181818182,86.15,41.34,12.622034019439678,88.33,,
EUN,THA,2018,6.436,1.8619072291301368,,513120.0,,32.31,,inf,,112.47,,,118.38,
USA,BHS,2018,6.439,1.8623732485560465,9831510.0,13880.0,1.0,1.0,1.0,1.0,115.16,113.39,1.0156098421377546,114.74,117.19,4.753232624222118
USA,JAM,2008,6.441,1.8626838075647536,9831510.0,10990.0,1.0,72.76,0.013743815283122594,72.76,98.74,81.03,88.6625003085277,98.18,81.41,4.493150322107896
FRA,NLD,2012,6.443,1.8629942701565052,549087.0,41540.0,0.78,0.78,1.0,1.0,104.11,104.85,0.9929422985216977,102.12,101.64,4.623792875412623
IDN,SGP,2016,6.444,1.863149465314728,1913580.0,719.0,13308.33,1.38,9643.717391304348,0.00010369445302303143,136.97,112.62,0.00012611462644791877,131.45,104.53,4.764050331360253
NLD,LVA,2000,6.444,1.863149465314728,41530.0,64594.0,1.08,1.08,1.0,1.0,81.95,59.17,1.3849923947946594,80.95,54.84,4.199125767408879
NLD,THA,2018,6.444,1.863149465314728,41540.0,513120.0,0.85,32.31,0.026307644692045804,38.01176470588236,112.93,112.47,38.167232046192716,108.37,118.38,4.729725543598741
EUN,OAS,2000,6.445,1.8633046363911507,,,,,,,,,,,,
GBR,DNK,2001,6.446,1.863459783393246,243610.0,42920.0,0.69,8.32,0.0829326923076923,12.057971014492756,82.72,83.59,11.932472333040323,80.15,81.11,4.3898530685689074
FRA,NLD,1996,6.449,1.8639250800282403,549086.0,41530.0,5.12,1.69,3.0295857988165684,0.330078125,81.04,75.27,0.3553810449050087,80.98,73.76,4.347509394926177
IND,NPL,2002,6.466,1.8665576793032415,3287260.0,147180.0,48.61,77.88,0.6241653826399589,1.6021394774737707,58.82,58.99,1.5975223608239904,,53.9,
AUT,BGR,2015,6.467,1.8667123224644557,83879.0,111000.0,0.9,1.76,0.5113636363636364,1.9555555555555555,110.69,106.61,2.030395314177323,110.39,112.02,4.711348488405973
SVK,CZE,2017,6.474,1.8677941555040527,49030.0,78870.0,0.89,23.38,0.038066723695466216,26.269662921348313,109.59,110.87,25.966378276815743,103.78,109.14,4.66745236784884
USA,GRC,2015,6.475,1.8679486075856013,9831510.0,131960.0,1.0,0.9,1.1111111111111112,0.9,108.7,100.77,0.97082465019351,108.86,96.43,4.629440004764174
NLD,CYP,1996,6.501,1.8719560112223317,41530.0,9250.0,1.69,0.47,3.595744680851064,0.2781065088757396,75.27,69.15,0.30271983981311523,73.76,69.21,4.2689809700510555
FRA,MAR,2016,6.508,1.8730321893567914,549087.0,446550.0,0.9,9.81,0.09174311926605504,10.9,105.77,107.95,10.679879573876795,105.23,99.99,4.630609305870239
USA,HTI,1997,6.51,1.873339456220478,9629090.0,27750.0,1.0,16.65,0.060060060060060066,16.65,73.61,27.21,45.04250275633957,77.37,23.88,3.7608201985428824
CZE,LTU,2001,6.514,1.8739537068540417,78870.0,65300.0,38.04,1.12,33.96428571428571,0.02944269190325973,81.45,75.42,0.03179670187643205,85.83,72.65,4.369010992873211
DNK,POL,1996,6.518,1.8745675804153699,42920.0,312690.0,5.8,2.7,2.148148148148148,0.4655172413793104,74.42,50.36,0.6879228177809428,73.13,53.45,4.135492658376957
IND,PER,2015,6.52,1.8748743759385615,3287260.0,1285220.0,64.15,3.18,20.17295597484277,0.04957131722525331,146.79,117.69,0.06182830873901719,132.95,114.84,4.816756486470946
GBR,NOR,2004,6.531,1.8765600709205201,243610.0,385178.0,0.55,6.74,0.08160237388724036,12.254545454545454,86.31,88.0,12.019202479338842,86.23,73.8,4.37918843828533
HUN,CZE,2015,6.531,1.8765600709205201,93030.0,78870.0,279.33,24.6,11.354878048780487,0.08806787670497263,111.38,107.48,0.09126349188127883,114.92,106.51,4.706237555783082
MEX,USA,2004,6.536,1.8773253575577018,1964380.0,9632030.0,11.29,1.0,11.29,0.08857395925597875,77.42,86.62,0.07916642721770809,72.73,88.23,4.383350497700231
DEU,MLT,2020,6.542,1.8782429291161922,357590.0,320.0,0.88,0.88,1.0,1.0,113.02,114.18,0.9898406025573655,118.39,124.75,4.800147997027587
SGP,VNM,2016,6.545,1.8787013993618633,719.0,331230.0,1.38,21935.0,6.291315249601093e-05,15894.927536231886,112.62,148.41,12061.76631716485,104.53,142.98,4.806089435941661
GBR,FRA,2020,6.549,1.8793123662359166,243610.0,549086.87,0.78,0.88,0.8863636363636364,1.1282051282051282,120.81,110.57,1.232689350985453,123.26,111.21,4.762858125682424
NZL,WSM,1999,6.554,1.8800755502766229,267710.0,2840.0,1.89,3.01,0.627906976744186,1.5925925925925926,75.04,56.86,2.1017964851943045,75.08,,
SVN,BIH,1998,6.555,1.8802281172156632,20270.0,51210.0,166.13,1.76,94.39204545454545,0.010594113044001686,57.55,,,60.27,,
USA,BEL,2014,6.561,1.8811430303627406,9831510.0,30530.0,1.0,0.75,1.3333333333333333,0.75,108.57,108.02,0.7538187372708758,107.79,106.16,4.672566139908745
DNK,POL,2005,6.564,1.8816001732278445,42920.0,312690.0,6.0,3.24,1.8518518518518516,0.54,90.01,86.88,0.5594544198895028,88.51,86.54,4.471861137388762
IND,NZL,1996,6.564,1.8816001732278445,3287260.0,267710.0,35.43,1.45,24.43448275862069,0.04092576912221281,41.13,73.31,0.02296108148951866,,73.71,
NLD,ITA,1998,6.564,1.8816001732278445,41530.0,301340.0,1.98,1736.21,0.00114041504195921,876.8737373737374,78.37,77.43,887.5189822805088,77.28,76.9,4.344970533207931
NLD,PHL,1998,6.564,1.8816001732278445,41530.0,300000.0,1.98,40.89,0.04842259721203228,20.651515151515152,78.37,57.78,28.010717245140924,77.28,,
TUR,KEN,2022,6.566,1.881904819079401,,,,117.87,,,542.44,228.74,,,,
AUT,BGR,2021,6.575,1.8832745780638283,,,0.85,1.65,0.5151515151515151,1.9411764705882353,123.0,120.17,1.986891119933036,122.79,148.62,4.905934145950873
MMR,CYP,2017,6.579,1.8838827581038609,676590.0,9251.0,1360.36,0.89,1528.4943820224719,0.0006542385839042607,144.61,100.81,0.0009384926259140477,140.51,100.68,4.778612915442682
BRA,CHE,2007,6.582,1.8843386505211481,8515770.0,41290.0,1.95,1.2,1.625,0.6153846153846154,85.89,97.43,0.5424959931785345,79.01,97.82,4.476351740922927
BEL,HUN,2016,6.584,1.8846424633747687,30530.0,93030.0,0.9,281.52,0.0031969309462915605,312.79999999999995,110.77,111.82,309.8627794670005,109.63,116.44,4.727243589281935
ITA,ESP,2021,6.591,1.885705082070583,,,0.85,0.85,1.0,1.0,112.54,114.02,0.9870198210840204,112.87,108.72,4.707506241905212
JPN,OAS,2019,6.595,1.886311786169278,377974.0,,109.01,,inf,,105.48,,,102.01,,
MEX,GTM,2008,6.598,1.8867665728063896,1964380.0,108890.0,11.13,7.56,1.4722222222222223,0.6792452830188679,91.18,94.53,0.6551738591522308,92.02,,
LKA,CHE,2020,6.599,1.8869181224012845,65610.0,41290.39,185.59,0.94,197.43617021276597,0.005064928067245002,165.1,98.82,0.008462048410262596,124.26,97.03,4.698698176836379
FRA,GBR,2002,6.609,1.8884323564883159,549087.0,243610.0,1.06,0.67,1.5820895522388059,0.6320754716981132,87.42,83.97,0.6580449891133626,87.37,81.94,4.438069623214364
ZAF,KEN,2000,6.612,1.8888861799587777,1219090.0,580370.0,6.94,76.18,0.09110002625360987,10.976945244956772,59.9,38.09,17.262247838616712,48.45,,
AUS,NCL,1999,6.614,1.889188614559601,7741220.0,18580.0,1.55,111.97,0.013842993659015809,72.23870967741935,71.2,,,65.36,,
BWA,NAM,2018,6.614,1.889188614559601,581730.0,824290.0,10.2,13.23,0.7709750566893423,1.2970588235294118,145.71,152.3,1.2409352670812253,146.02,169.01,5.056850741699038
BEL,LVA,2010,6.628,1.8913030995643165,30530.0,64594.0,0.75,0.75,1.0,1.0,100.0,100.0,1.0,100.0,100.0,4.605170185988092
EUN,HKG,2004,6.629,1.8914539632592544,,1100.0,,7.79,,inf,,88.8,,,96.49,
NLD,FIN,2010,6.632,1.8919064178329938,41540.0,338420.0,0.75,0.75,1.0,1.0,100.0,100.0,1.0,100.0,100.0,4.605170185988092
BEL,HKG,2004,6.635,1.8923586677841708,30530.0,1100.0,0.8,7.79,0.10269576379974327,9.737499999999999,87.96,88.8,9.645388513513513,90.02,96.49,4.534735621948539
BIH,NOR,2014,6.635,1.8923586677841708,51210.0,625222.0,1.47,6.3,0.23333333333333334,4.285714285714286,104.75,106.28,4.224017420291413,104.05,113.36,4.687720074111034
BEL,FIN,2005,6.637,1.892660054163788,30530.0,338150.0,0.8,0.8,1.0,1.0,90.41,91.21,0.9912290319043965,91.9,91.66,4.51939355422131
SVN,BIH,2004,6.639,1.8929613497370223,20270.0,51210.0,0.8,1.58,0.5063291139240507,1.975,84.74,,,86.52,75.44,4.39185661970503
TUR,PAK,2017,6.64,1.8931119634883424,785350.0,796100.0,3.65,105.46,0.03461027877868386,28.893150684931506,174.97,156.91,32.21868953758502,171.69,150.17,5.078729255390655
JPN,OAS,1998,6.644,1.8937141917510485,377800.0,,130.91,,inf,,103.72,,,115.02,,
AUT,NOR,2015,6.646,1.8940151699324026,83879.0,625184.78,0.9,8.06,0.11166253101736973,8.955555555555556,110.69,108.59,9.12874522925172,110.39,110.18,4.703067471037415
DNK,FRA,2019,6.647,1.8941656250594447,42920.0,549087.0,6.67,0.89,7.4943820224719095,0.13343328335832083,110.35,110.05,0.13379702697492687,108.92,108.2,4.68729751710897
ZAF,ARE,1999,6.647,1.8941656250594447,1219090.0,98647.9,6.11,3.67,1.664850136239782,0.6006546644844517,56.86,,,44.38,,
AUT,DNK,2004,6.649,1.894466467420318,83879.0,42920.0,0.8,5.99,0.1335559265442404,7.4875,89.3,88.4,7.563730203619909,89.35,86.01,4.473512405084413
NZL,PYF,2022,6.654,1.895218177596285,,,1.58,113.47,0.013924385300079316,71.81645569620252,129.44,,inf,131.77,,
NLD,DNK,2019,6.657,1.8956689326185665,41540.0,42920.0,0.89,6.67,0.13343328335832083,7.4943820224719095,115.91,110.35,7.871987496372625,111.66,108.92,4.703036103843887
ZAF,TZA,2016,6.657,1.8956689326185665,1219090.0,947300.0,14.71,2177.09,0.006756725721031285,148.0006798096533,138.85,166.2,123.64557395650036,139.09,,
DNK,NOR,2002,6.664,1.8967199048645416,42920.0,385178.0,7.89,7.98,0.9887218045112781,1.0114068441064639,85.62,85.48,1.0130633363640085,83.01,67.78,4.317614124322924
NLD,ROM,1997,6.666,1.897019979885548,41530.0,,1.95,,inf,,76.86,,,75.71,,
JPN,THA,2021,6.669,1.897469923650169,,,109.75,31.98,3.4318323952470293,0.29138952164009113,105.21,113.69,0.2696551286107308,102.74,121.86,4.717537184929736
USA,JAM,2002,6.67,1.8976198599275322,9632030.0,10990.0,1.0,48.42,0.020652622883106153,48.42,82.49,38.93,102.59865913177498,84.26,,
NLD,GRC,2012,6.671,1.8977697737273784,41540.0,131960.0,0.78,0.78,1.0,1.0,104.85,104.88,0.9997139588100686,101.64,100.68,4.616692164359539
USA,BGD,2007,6.675,1.8983692042863132,9632030.0,148460.0,1.0,68.87,0.014520110352838681,68.87,95.09,80.56,81.2915628103277,96.34,81.05,4.48147492469188
ZMB,ZAF,2015,6.678,1.8988185415214627,752610.0,1219090.0,8.63,12.76,0.676332288401254,1.47856315179606,144.04,130.29,1.6346015533402753,,130.05,
ZAF,ZWE,2006,6.685,1.8998662105539064,1219090.0,390760.0,6.77,164.55,0.0411425098754178,24.305760709010343,76.67,,,74.28,70.24,4.279879842905683
DNK,NOR,2005,6.691,1.9007633398006798,42920.0,385178.0,6.0,6.44,0.9316770186335404,1.0733333333333335,90.01,89.35,1.0812617049058013,88.51,80.27,4.434255746062136
NLD,PRT,2021,6.693,1.901062204118505,,,0.85,0.85,1.0,1.0,120.52,112.01,1.0759753593429158,116.68,115.59,4.754742296152848
ITA,CHE,2001,6.694,1.9012116027891348,302069.0,41290.0,1.12,1.69,0.6627218934911243,1.5089285714285712,82.96,92.66,1.3509682094292494,81.9,91.55,4.461192130989772
BEL,PRT,1999,6.699,1.9019582615261306,33120.0,92120.0,0.94,0.94,1.0,1.0,79.4,76.35,1.0399476096922071,82.02,74.34,4.357806142416509
GBR,MAR,2020,6.699,1.9019582615261306,243610.0,446550.0,0.78,9.5,0.08210526315789474,12.179487179487179,120.81,111.85,13.155152848939169,123.26,99.18,4.705616163297542
GBR,RUS,2000,6.703,1.9025551873758206,243610.0,17098240.0,0.66,28.13,0.02346249555634554,42.62121212121212,81.47,30.76,112.88524549789177,78.73,,
IND,GBR,2006,6.711,1.9037479711761023,3287260.0,243610.0,45.31,0.54,83.9074074074074,0.011917898918561024,69.87,90.28,0.009223566653077745,75.65,91.49,4.421173558462905
DEU,MYS,2021,6.717,1.9046416262847274,,,0.85,4.14,0.20531400966183577,4.870588235294117,116.48,123.05,4.610533260032986,122.01,,
UGA,KEN,2002,6.72,1.9050881545350582,241550.0,580370.0,1797.55,78.75,22.826031746031745,0.04380962977385886,54.54,41.06,0.05819233336254901,,,
EUN,MDA,2022,6.721,1.9052369529878288,,,,18.9,,inf,,233.35,,,,
HRV,BIH,2015,6.722,1.905385729302914,88073.0,51210.0,6.86,1.76,3.897727272727273,0.2565597667638484,107.37,103.67,0.26571642864314077,104.11,105.47,4.651937292387592
GRC,AUT,2014,6.732,1.9068722763285597,131960.0,83879.0,0.75,0.75,1.0,1.0,102.55,109.71,0.934737033998724,96.71,107.91,4.6265071780522575
TUR,AZE,2006,6.743,1.908504929752445,785350.0,86600.0,1.43,0.89,1.6067415730337078,0.6223776223776224,72.17,66.1,0.6795309078213768,74.48,,
BEL,BGR,2013,6.747,1.9090979616452883,30530.0,111000.0,0.75,1.47,0.5102040816326531,1.96,107.66,108.25,1.949317321016166,105.12,107.37,4.665691684091172
GBR,MLT,2007,6.747,1.9090979616452883,243610.0,320.0,0.5,0.73,0.684931506849315,1.46,92.44,92.55,1.458264721772015,93.63,92.04,4.5307870550589815
MEX,VEN,2007,6.75,1.9095425048844386,1964380.0,912050.0,10.93,2.15,5.083720930232558,0.19670631290027446,86.73,,,86.67,,
BEL,MYS,2006,6.756,1.9104309989455537,30530.0,330800.0,0.8,3.67,0.21798365122615806,4.5874999999999995,92.03,90.94,4.642485429953815,93.98,,
CHE,DNK,2004,6.763,1.911466578592803,41290.0,42920.0,1.24,5.99,0.2070116861435726,4.830645161290323,94.6,88.4,5.169446066267699,92.68,86.01,4.491808134063781
ITA,ESP,2009,6.765,1.9117622616227514,302069.0,505370.0,0.72,0.72,1.0,1.0,98.5,98.23,1.0027486511249109,99.57,99.85,4.6022649871309085
FRA,DEU,2018,6.769,1.9123533655264706,549087.0,357580.0,0.85,0.85,1.0,1.0,108.84,111.25,0.9783370786516854,106.83,113.87,4.703148116390155
SVK,AUT,2018,6.773,1.9129441202327666,49030.0,83879.0,0.85,0.85,1.0,1.0,112.35,116.28,0.9662022703818369,105.89,115.65,4.706484604059906
CHE,FRA,2000,6.774,1.9130917543955799,41290.0,549087.0,1.69,1.08,1.5648148148148147,0.6390532544378699,91.75,84.39,0.6947877247858106,90.67,83.92,4.468545252873003
GBR,TUR,2019,6.774,1.9130917543955799,243610.0,785350.0,0.78,5.67,0.1375661375661376,7.269230769230769,119.62,234.44,3.709031669575945,116.35,227.61,5.092118263883197
KOR,IND,2002,6.775,1.9132393667657646,99590.0,3287260.0,1251.6,48.61,25.747788520880476,0.038838286992649414,78.19,58.82,0.05162811390607375,82.94,,
EUN,BIH,2015,6.78,1.9139771019523042,,51210.0,,1.76,,inf,,103.67,,,105.47,
NLD,CZE,2003,6.786,1.9148616663620384,41530.0,78870.0,0.88,28.21,0.03119461183977313,32.05681818181818,90.0,83.09,34.72275407827219,89.42,89.31,4.4927289172508145
NGA,DEU,2017,6.791,1.9155982061316543,923770.0,357580.0,305.79,0.89,343.5842696629214,0.002910494129958468,214.23,109.35,0.005702013328404231,166.03,111.63,4.9136791629731675
ITA,FIN,2000,6.8,1.916922612182061,302069.0,338150.0,1.08,1.08,1.0,1.0,80.71,86.08,0.9376161710037174,79.49,86.41,4.417367318719164
BOL,USA,2006,6.803,1.9173636913629237,1098580.0,9632030.0,8.01,1.0,8.01,0.12484394506866417,76.17,92.45,0.10285952726749757,,93.8,
NLD,FIN,2014,6.803,1.9173636913629237,41540.0,338420.0,0.75,0.75,1.0,1.0,108.53,109.02,0.9955054118510366,103.2,110.15,4.669255963147908
